#{"t_start": 1721369597.867865, "env_id": null}
r,l,t,d
399.422805,307,3973.124592,0.37715312043172644
-1592.410397,252,3974.91253,20.99347781381315
-458.414972,809,3980.207333,0.4097734255008799
-2072.540594,433,3983.069358,9.974527707375783
256.246099,429,3985.826997,0.4003398858982748
-1822.152476,837,3991.31248,4.276442010827896
-11143.300324,969,3997.650741,12.737439415354432
-2260.711198,645,4001.809073,0.3767033236381945
-13295.96904,1274,4010.137311,1.1181771352879983
-5442.127117,982,4016.66627,9.011481937727332
-3239.70051,757,4021.651968,0.4167675972439736
957.083619,206,4022.996663,0.5412270034645715
-323.238717,663,4027.296746,0.36583282424717195
-115.637621,635,4031.487194,0.4418137472509759
-1502.096173,472,4034.586974,14.8392958220541
-3354.423678,1347,4043.362597,59.55526177857125
-10145.275188,1006,4049.91321,14.290563211835776
-8412.419665,1080,4057.025945,27.21564284866659
-10924.627267,742,4061.871786,11.463627904280413
-46438.626176,1848,4073.962992,12.1221688911481
-741.156358,767,4079.030131,0.36149523587692367
-2931.930575,749,4083.870552,29.0653673133638
227.335998,395,4086.492539,0.83038990308326
-1424.561479,222,4087.926872,7.800330454775613
-2974.781443,421,4090.631316,12.412704331206921
-412.153293,733,4095.418403,0.5885521412863849
-658.328979,766,4100.376904,0.3264180889372512
-1872.32489,677,4104.795242,34.539511331627594
-5814.621516,593,4108.658132,5.404441880244658
-8285.561894,615,4112.661983,6.034285057151173
-2114.509073,258,4114.341453,22.36977956163976
-1128.100482,920,4120.365164,0.44871479190372476
-4331.626893,883,4126.135217,3.83178779039596
-7751.341582,708,4130.714118,7.24167246135342
-538.676964,707,4135.378043,1.0863495595678527
-1682.143865,763,4140.335513,0.38742753150338655
-2125.582003,646,4144.550548,1.552526508669629
-12476.764328,2053,4157.990708,12.283751630161683
457.804831,389,4160.458207,0.37223560049042903
-1186.390979,75,4160.943872,17.781096623668702
-12826.742659,1047,4167.828446,1.6446302655882015
-788.818721,825,4173.193236,0.7726559183907142
-1711.075111,543,4176.710039,6.338786701903073
-2471.072978,839,4182.20815,0.9500232608872714
543.894759,352,4184.498553,0.4758358873173149
368.615663,377,4186.919431,0.4611784360288014
-1053.947072,869,4192.603903,0.3631846302518037
-1845.252029,612,4196.53253,12.76234175888234
-27642.72536,1569,4206.761564,0.7515025715609851
-2432.976329,97,4207.393846,26.913049545324775
-75.930185,590,4211.216616,0.3530511905389539
-995.519275,829,4216.671151,0.3807217653625563
-1937.6159,801,4221.870665,10.508140888770223
-47.928343,568,4225.532281,0.4669917197254908
29.266844,483,4228.639145,0.7271407988415939
90.821183,431,4231.47023,0.39300547645308337
-1164.850137,69,4231.906261,14.306555786900164
-1081.362019,67,4232.336955,4.335552475068657
458.155736,427,4235.138681,0.4523768984241961
-12780.012593,3019,4254.962532,20.249283877261846
-1245.946756,868,4260.587345,0.45799025719291475
-4730.650438,2111,4274.304439,9.77464131322898
-796.607241,838,4279.76414,0.51303952729961
-1301.625076,130,4280.592009,27.680805305222353
-2627.556931,691,4285.111645,11.675011330331662
-2784.903116,567,4288.831027,13.28812221703891
196.088298,372,4291.220829,0.6851337498422706
335.699024,372,4293.667169,0.39355976720196
-3392.992664,982,4300.047493,7.767706862430178
-4422.333507,554,4303.732196,1.8986190825238822
48.177344,452,4306.632293,0.4920692259052607
-5355.506937,1016,4313.26912,6.976538682991752
305.289083,422,4316.015594,0.36483725845741755
-3457.573153,862,4321.658647,15.029060638159422
-9431.170929,1441,4331.089785,0.4275864646666108
-1684.909757,155,4332.093305,12.098984606180604
-1266.270638,283,4333.997508,3.5934377401232833
-7277.31026,931,4340.028352,7.828847089638822
-1814.681892,302,4342.054478,8.014547089400057
-2396.640823,960,4348.295676,1.0169819547632
-839.202926,804,4353.544913,0.4446253408894118
-1357.260532,286,4355.396448,25.477614770167555
-3074.662394,1252,4363.63182,8.416772582223231
276.039342,409,4366.337314,1.2318719912210399
-11286.957797,338,4368.54941,20.2939315571925
-3813.317341,1011,4375.17966,0.43143071084366935
-2868.17125,1030,4381.924304,12.741424052588577
-5769.255579,685,4386.359783,14.14359062295291
-1942.757745,633,4390.490543,21.16907680039518
-1006.233049,118,4391.246992,3.2796771466477237
206.719699,424,4394.023711,0.41788803903770977
-4452.322814,1431,4403.388871,5.268890331583993
-2629.137306,1005,4409.912334,10.98557019401743
-3650.607137,664,4414.288332,0.4777005894938806
-9089.946916,1023,4420.956147,0.4449302184668844
-1985.846676,842,4426.4556,7.470486601915463
-4964.99438,860,4432.092941,2.0572693793193775
-7317.537932,1347,4440.898216,3.6491099189270297
-5669.057883,793,4446.114679,12.522275734784333
-9276.753841,1513,4455.957959,19.524898553141796
-3887.149531,1223,4464.003202,0.43858142625724195
519.979062,347,4466.259507,0.3108431304546846
292.730294,387,4468.788087,0.39966759695589077
-5289.762831,997,4475.279592,0.4672554373533021
-3323.947572,805,4480.538148,10.643563499640099
-191.855161,677,4484.995541,0.44874255333707624
-8271.550125,749,4489.860078,2.9138638003419777
-1678.125661,684,4494.338882,4.124130361632287
-2692.245511,780,4499.367092,19.532374982717357
239.502689,385,4501.890718,2.1613259797818625
-800.982891,1321,4510.50305,0.8708090741398153
-1557.223124,448,4513.417252,5.456491940993943
-2029.16242,229,4514.875002,11.191968823026627
-4082.939226,1405,4523.982143,14.262978584372627
-2073.989678,573,4527.725276,22.166585089465634
-1407.329501,448,4530.661041,6.000815208516657
-5219.01016,952,4536.970075,0.402375156374175
-7901.876898,667,4541.306035,6.637838314430637
-6890.102097,674,4545.729019,21.08199865290039
-1430.00282,921,4551.768777,0.4718374565213449
-1276.061142,572,4555.484896,1.8929855262329136
-1602.062583,478,4558.652338,9.496250067921505
-19981.111148,1752,4570.105179,5.852970513897967
-5533.37543,1534,4580.088503,0.5100191162192179
-437.068111,708,4584.738472,0.44112610688890075
-6758.570726,1069,4591.650474,4.211479914708524
-2561.822171,310,4593.647203,9.831808385723557
-1355.839522,389,4596.172196,4.482354059836103
-1000.045113,1,4596.180196,4.832781179189874
-5197.851691,1739,4607.588213,9.455849221730826
-14137.37555,1213,4615.514988,6.760355971301467
-1487.21568,152,4616.489485,45.05615557102411
-1550.207259,446,4619.369311,3.029201255467735
-1579.20412,221,4620.798381,8.294129984383439
-3034.315843,822,4626.177176,0.35186627703569684
-3168.13186,836,4631.652863,3.3214564833944515
-2020.300825,568,4635.310693,10.181591506794875
-2127.699208,1132,4642.708227,2.3997997949216963
-1503.071438,586,4646.546036,2.687550696386924
-7181.354439,776,4651.561433,24.259832249330692
-10004.245351,967,4657.8809,5.710359969061907
-1347.294988,177,4659.021654,6.264784867397498
-2469.356023,330,4661.219868,64.8449144747327
-1705.28603,751,4666.124294,4.173285454617936
-1344.432619,427,4668.925587,3.0071800457019653
-2823.697104,788,4674.159137,13.228227349105648
130.631085,422,4676.873259,0.6359485682772954
-9210.247423,744,4681.728994,12.16015411654477
-128.021984,516,4685.12212,0.7911486398408106
-5770.494253,800,4690.299098,3.6951465658254983
-1122.943569,399,4692.898329,1.6051581459485682
-68.345255,554,4696.528769,0.4578031146093195
-5543.429097,680,4700.935324,8.407212402072085
-12154.154871,771,4705.945623,13.684272951434739
155.743634,430,4708.759392,0.4296933399703143
661.630137,297,4710.725978,0.44448106063050546
-1353.61452,466,4713.779646,2.47085726965816
-2067.828172,679,4718.208861,17.562206744398853
-919.027494,1103,4725.468171,0.5920565356210841
-1798.950281,391,4728.038064,20.609734241122837
-1116.096864,1261,4736.25939,0.33116061603134134
-5821.910554,810,4741.5329,5.373041250052203
-4503.012431,701,4746.08961,5.526477490920987
-1980.977116,918,4752.071101,1.9285581744638625
-1030.414185,1173,4759.686225,1.1010180357156407
-426.076901,661,4763.913488,0.333908444164015
-3364.571855,703,4768.535956,0.6012221143510278
-201.672861,586,4772.335854,0.936941356415749
-3635.874575,710,4776.99867,0.4471579982034147
452.101054,313,4779.055786,1.1361001695870763
-2331.857299,490,4782.295624,25.089489045596363
-1658.83881,864,4787.921911,13.21633978652336
339.358072,338,4790.170509,0.4319094263417932
-1059.247248,146,4791.144331,7.935648458762282
-1319.125546,202,4792.449053,8.607924026187359
-3762.440817,805,4797.694828,0.47116847650457205
-5824.087293,1083,4804.730655,3.867233480154282
-1078.25314,66,4805.179495,2.0158595768583263
-1087.952301,74,4805.681224,5.126422805973054
-10802.631032,938,4811.774495,10.109897922861048
-8907.329629,865,4817.48597,4.173169532179024
-2101.857247,854,4823.069008,2.5048547419380487
-2460.261752,311,4825.169705,11.73227187548025
-2751.851742,607,4829.144861,0.44012462260062324
-9071.373307,897,4835.007551,13.472538094464655
-2499.16446,486,4838.250666,7.737902885238014
-4364.434338,1062,4845.234836,0.3121359360635836
-1935.095047,446,4848.175028,14.427236007351032
-11313.616258,569,4851.898398,10.900656558420286
-1624.564821,550,4855.320791,1.4186504941336209
-1000.554501,1,4855.327792,7.375851866797411
-140.416497,559,4858.967176,0.5814398334103912
-1177.738912,243,4860.524342,10.578267537879817
-1000.290079,1,4860.531341,11.231575922874207
-1342.436284,240,4862.146937,4.741441132571714
-1466.574334,295,4864.075709,12.27202326594487
-5906.187141,743,4868.887226,12.003920947357688
-5170.218613,743,4873.746773,6.273589086890005
-5385.216118,602,4877.681408,5.634859075603547
-1456.56839,634,4881.789578,2.569399782286024
-2042.150961,822,4887.212984,4.358586904760022
-1799.366251,847,4892.746749,2.426725180616759
-7764.711265,997,4899.244189,1.3188446160340845
-3010.843254,743,4904.161104,9.312185683855187
-1000.319258,1,4904.168105,3.8448757466599934
-1326.149654,937,4910.311541,0.3072465444304017
-2601.945221,1282,4918.632821,20.20908300407485
-1214.15062,287,4920.491762,1.5287584610301148
-1727.095748,639,4924.629488,4.9485148008518625
-3340.308568,1107,4931.869989,12.891643567272396
-696.55361,822,4937.252158,0.9420384865661988
-7096.031521,1065,4944.211287,0.9819019080651721
-1487.181788,520,4947.568706,2.145088808405333
-2568.720698,543,4951.145687,11.618281224006083
-1688.86727,442,4954.038217,12.277721998762159
-1135.930111,1033,4960.791175,1.9227673923964097
-11452.00213,564,4964.446422,15.847311979962875
-2302.465672,621,4968.576712,7.702494488697299
-19607.543175,1189,4976.395145,5.71975338782128
-22225.981267,1318,4985.015629,8.998841612714026
-3277.50996,1074,4992.009771,1.1043503868462643
-2050.212408,888,4997.82218,3.5590140189286985
-1636.256949,367,5000.238038,5.41193440272516
-8458.797303,1286,5008.629306,14.94915638151359
-1465.793971,742,5013.468677,2.9929730443405367
-6456.643367,712,5018.086595,5.551298601316655
-1415.769257,372,5020.504328,11.296486404998662
-1198.412433,234,5022.089803,24.440950124538784
-1633.000854,1868,5034.327836,0.461567109094233
-2226.635689,459,5037.298941,4.380689984645414
-11542.38759,1020,5043.979274,6.799594737200252
-6596.891915,625,5048.099826,6.791566770614775
-3597.891654,1341,5056.830351,2.716801391529657
-553.291459,699,5061.380895,1.5281818336230089
-3479.996354,1315,5070.026451,6.879316375749306
-2438.232883,1161,5077.588589,0.8452009182975171
-5373.067505,1048,5084.41267,0.4380302811077086
-8577.717024,2556,5101.191404,2.808007367571502
-14027.560594,2329,5116.409109,4.059525261589521
-887.464352,1093,5123.967705,0.356780075811053
-1344.14208,345,5126.288841,1.8915608101813497
-4561.175955,673,5130.669669,0.6077184497412268
-3022.240551,1466,5140.451098,5.20495940658587
-1330.837666,217,5141.760437,9.07936989487731
-1747.049438,783,5146.542377,4.194446126565941
-947.956836,808,5151.57498,0.3585695154600172
-1044.692382,161,5152.619005,2.4759266536539326
-1938.154487,796,5157.59744,5.018952847655161
-2141.195253,732,5162.124288,9.810548052629064
-327.722232,656,5166.174897,0.6889192444317126
-1573.97984,771,5170.93682,4.071803698393009
-1299.360713,1045,5177.563205,0.5082094857139421
-3201.099087,817,5182.757341,0.6300682981932287
-3842.419091,1000,5188.981466,12.992372797680467
-2443.110792,1165,5196.556298,0.5056746677508814
-13467.354502,1399,5205.791022,11.575784164154042
-1000.840564,1,5205.799025,6.246899541606714
-1356.54964,156,5206.815003,8.266418482434924
-480.629535,646,5211.013479,0.5164660327660255
-2102.664654,779,5215.956799,0.8730401064244874
-1799.709571,889,5221.616915,7.780791993193979
-1000.397472,1,5221.624917,5.012439477404587
-6103.87844,186,5222.843701,20.10692382501599
-10120.902088,943,5228.926761,0.8443792435952866
-4096.758518,1200,5236.738399,3.2989139606245828
-5859.475908,737,5241.584049,0.6653225049837905
-2047.154249,754,5246.545835,7.426741524297955
299.45411,361,5248.879564,0.4434092023777907
-776.163758,804,5254.21111,1.4401218140337861
-6740.077134,901,5260.025573,0.44597628080511054
-525.497522,614,5264.089875,0.3450452028397677
-7459.127911,638,5268.170191,6.129215603958292
-1925.78673,251,5269.852715,20.28716005188349
-1048.844636,971,5276.115919,0.7742737875971226
-14196.999837,356,5278.506754,28.29981393515101
-394.684742,809,5283.760923,0.42050684821812856
-1904.279961,812,5289.086272,2.5463886980719685
-1310.853662,431,5291.840576,4.541075894797314
-3950.062752,659,5295.961598,9.533727922356196
-8696.994844,1133,5303.346144,2.592715725843065
-1663.073863,674,5307.686994,2.235595790420772
-1001.049274,1,5307.692994,6.884051726765232
421.335287,472,5310.811018,1.4288239100327509
-4909.658801,686,5315.264353,3.152786510453896
-2196.77733,576,5319.06671,20.795985617526714
-1603.021949,454,5321.935245,5.9998121725296265
-6448.931294,848,5327.275861,2.0382135430702135
-1718.98897,516,5330.511226,1.3253980241709995
-943.063382,878,5336.043482,0.32781300060765795
-1588.35874,776,5341.084135,2.243456884637763
-1556.852054,684,5345.539763,2.385159520084562
107.930983,484,5348.677376,0.45426524868781787
-4534.750571,655,5352.981502,0.9388727580458943
-1932.8843,1739,5364.240856,0.34951059971336984
-1414.149009,316,5366.332652,9.473442867401952
-901.084711,759,5371.271613,0.5598649228699478
-6371.553178,630,5375.417924,4.7091693074930125
-6709.446862,916,5381.382022,0.4128046697391107
-1922.46129,601,5385.338212,8.062947103371357
-12594.327104,983,5391.807937,4.756616724122748
-18.221235,499,5394.907811,4.567053768862298
-12345.771835,1621,5405.49931,4.512032330042498
195.48449,446,5408.421302,0.8597194519130165
-1467.614081,301,5410.370217,12.443735520739247
-3580.236806,673,5414.770611,0.8544783686612905
-1971.487658,882,5420.498169,0.7278287399969581
-2499.35254,1109,5427.717124,4.1595396404812215
-243.75994,758,5432.703667,0.870350175201011
178.151894,476,5435.842864,0.36575352506363135
-5251.191402,1083,5442.965842,0.2961158837151155
-6407.453839,1067,5449.961421,0.7389390533445843
-2258.74988,893,5455.690816,5.01445899015499
-3141.2794,601,5459.578731,0.7051689550354299
-2036.911428,576,5463.419137,0.30904540434686195
-5169.816311,605,5467.317639,2.008523089547772
-7498.593124,952,5473.528484,0.3952987696948413
-522.486256,778,5478.588789,0.5779634469629068
-1333.954115,285,5480.430659,17.311057360157676
-56.416211,563,5484.075756,0.7556048982032232
351.587467,345,5486.364796,0.43087087255474027
-7437.169698,768,5491.378725,1.4960146974780586
-3048.619919,97,5492.016011,28.788518651393925
-1793.32153,829,5497.436297,1.9546801016466935
-1252.036997,202,5498.755782,13.40950885811653
-186.172438,518,5502.192848,0.5543797123087684
-1000.955528,1,5502.199847,7.188775718584247
-6070.803595,992,5508.671127,1.124309127948935
-2715.894513,774,5513.759305,2.590908132835597
-1077.72302,959,5520.02287,0.5594660243770123
-14009.496035,1112,5527.278207,0.8380252041743831
-1066.452964,48,5527.585056,5.241928397588882
-1000.204735,1,5527.591058,5.467654420744345
-2145.915996,546,5531.111071,0.8315390266154399
-5221.739359,741,5536.053334,1.9017268107391585
-860.001021,665,5540.333629,0.44791204228555304
-1529.982945,394,5542.936133,8.691487349334452
-1349.97968,319,5544.995806,14.237124348150727
-1786.634483,1233,5553.061159,0.8385286870099791
-1954.903016,795,5558.275888,2.395617747290642
-2011.381805,691,5562.793006,6.224008127783663
-3257.751496,1831,5574.658777,0.5343036698569098
-19.719439,634,5578.782378,0.4152165526597068
-1025.219526,1,5578.789377,113.19010790275215
-4097.362363,533,5582.286218,2.477111104903599
-1933.554565,631,5586.378935,7.584138206079649
-1225.474689,291,5588.263735,3.342688062191581
-139.679414,588,5592.159148,0.6804379716954551
-11169.903379,1002,5598.750506,0.4694737388654821
-1600.995352,741,5603.560234,2.277813423866238
-2256.538774,1042,5610.341621,3.661580315245747
-1669.065444,620,5614.483488,4.642231783359748
256.99956,389,5616.962367,0.42556119633193634
232.318681,423,5619.726953,0.777921900065746
1382.547645,144,5620.661659,0.39252673233393864
-6855.485553,951,5626.92698,1.6417627251906084
-4264.242657,1351,5635.740681,0.410496317255559
-222.648938,540,5639.328541,0.4238822687838302
-10311.447605,1092,5646.481457,0.4837290119207148
-1324.674559,532,5649.942869,0.6279873400444163
-1630.655018,1618,5660.50042,0.4743015204152228
-1519.76046,367,5662.910803,8.518048410822427
560.372436,266,5664.655771,0.3699637382665104
-3264.741316,735,5669.414299,13.267391610036947
-2196.785325,657,5673.762175,1.1601139290398297
-1524.348397,636,5677.927954,1.0711928545098708
-1262.571302,195,5679.216886,5.158038185423228
-1503.558384,383,5681.701487,5.062395415256634
-2097.474589,910,5687.701132,2.7275624260682045
-311.521299,787,5692.900098,0.45743395883301385
-1229.187334,385,5695.470436,2.9572861144077773
-1454.668034,566,5699.165398,2.52524454432999
-4219.807419,548,5702.746487,4.301439595471738
-1492.974784,362,5705.109865,11.139912941924209
-1922.236832,1233,5713.22203,0.4263433634466656
-1660.917131,806,5718.560492,1.514861402157052
-2007.488947,633,5722.71432,4.119708351468426
-456.229778,776,5727.792171,0.890276063372399
520.127144,283,5729.645302,0.6420292366374974
-135.913964,621,5733.73699,0.6209669720319527
-1130.197112,906,5739.42225,2.4587543994131917
-1901.764902,915,5745.506726,0.44609746283474117
-2427.523841,578,5749.301986,4.566966369546033
-3453.300309,1026,5756.024344,11.771966272868646
-9876.478533,973,5762.433796,0.6287294177917334
-1294.104297,536,5765.937848,0.44300404408592375
-1651.247901,489,5769.191123,5.130557664842682
-1000.128941,1,5769.200124,6.252361713892509
-197.129516,601,5773.100296,0.6698590918320058
126.613973,536,5776.63619,0.42304249351866774
15.67614,539,5780.133966,0.31407939132523677
-140.848218,643,5784.355307,0.6756775923990548
-1431.01944,483,5787.495704,1.4979886652313625
-5118.538653,1409,5796.735834,0.672999399496944
-1018.494904,8,5796.787595,22.16167498116551
-8015.773674,928,5802.902661,0.3946154413271891
-599.036602,735,5807.806217,0.5512949805897527
-11266.863771,1147,5815.156063,0.3978387222531498
-2232.705696,536,5818.614674,8.418683013472688
-1283.672634,132,5819.475543,19.436657242472723
-4377.307715,725,5824.246082,0.46627289784827075
-1172.233766,107,5824.929968,8.250750021646269
-1730.494619,161,5825.971816,15.357152057379153
-4076.188461,706,5830.600438,0.481413450429809
-7167.149101,639,5834.75866,2.7885780918388354
-134.920768,658,5839.057756,0.5454855817959668
-3444.873701,557,5842.688978,7.2821341931826735
-3549.713891,661,5847.042869,0.961539666363992
495.510717,294,5848.968939,0.649132240136828
-308.693797,741,5853.853775,1.2707460369571137
-6227.320153,916,5859.861045,0.5984311513451097
-2535.291541,572,5863.673727,5.0712101604157365
-282.715923,622,5867.697684,0.5217290173057626
-4050.866067,719,5872.428243,0.2993474687602281
-1750.008677,539,5875.965119,0.3780947670391726
-1722.298983,633,5880.151084,1.5046437454779207
586.356905,260,5881.823855,1.3840651254476386
17.340389,474,5884.9322,0.4294373521119205
-1472.552809,1071,5891.91009,0.5729028588144955
-1773.135571,390,5894.525921,9.930944983595293
-7078.185543,943,5900.629418,0.45243114219346325
-4670.916576,511,5904.002085,5.218531909442328
-785.681904,895,5909.884769,1.2134061039492192
-4373.599519,301,5911.85488,25.381342463678426
-28.80858,560,5915.50376,1.1779694155421725
-1000.410157,1,5915.510762,5.266877342320651
-427.570043,679,5919.990961,0.41922886408877197
-3034.60032,811,5925.265709,3.0898341398119786
-4976.790485,1382,5934.36709,0.6067472758389169
-367.800041,630,5938.459288,0.3385813905948368
-2895.048937,663,5942.863375,0.4767829830858885
-1558.948121,972,5949.155625,0.39369410802517246
-1193.06214,1037,5955.946712,1.2620008423509685
-4188.479602,695,5960.588773,1.091176018957528
-1192.676024,827,5966.025824,0.510815122430004
574.163445,282,5967.888074,0.4004448090970729
-3502.682143,2460,5984.021488,0.5125418687720664
-763.849285,1050,5990.86774,0.40765095670436013
17.353455,522,5994.234615,1.3784108977947442
-1371.316637,245,5995.823568,5.756048834459091
-619.997317,885,6001.61474,0.45152477600565855
-2088.376832,1268,6009.903321,0.5720565200525859
-5436.492194,1129,6017.303318,0.38863503684653034
-2781.757259,1557,6027.647059,0.5359235754761673
-4179.523889,789,6033.076798,18.690282798737375
-1776.644866,779,6038.165178,2.600146958385487
-3005.914194,767,6043.183416,0.6245900032203335
-6062.861247,873,6049.099663,0.46548433587613847
-1001.392659,1,6049.106663,11.94778059404359
-1755.808157,740,6053.897935,2.3191538925165505
-1281.571296,537,6057.397051,3.54194362894677
-1440.198345,555,6060.975496,1.571196222249932
-6209.014457,718,6065.667319,0.6177523049427437
-15738.215835,2906,6084.666346,0.6452886588770843
-1015.582874,884,6090.465112,0.43197860722572645
-1323.512087,246,6092.061429,5.1678492872374315
-2338.888162,1562,6102.340549,0.3522981380052798
-1314.279488,9,6102.400554,10.755234619472152
-3036.489258,675,6106.821152,0.3828217959705531
-4917.698713,894,6112.785232,0.6069798304368567
-1904.842427,1344,6121.50264,0.400114770086209
-8794.515726,1143,6129.028873,3.600584592699251
-1646.829984,1082,6136.162401,0.6236805533306157
-10680.194182,1081,6143.257838,0.6016479164316536
-2522.209829,642,6147.439356,0.3299854147388769
-9564.204425,956,6153.701205,0.5013642007702795
-1371.195714,1064,6160.680946,0.30493937382194886
-36.968009,454,6163.677622,1.3786837323557526
-7748.329047,848,6169.321872,0.3801795014359465
-1001.535923,1,6169.328871,15.917343538287396
-1965.99816,517,6172.684857,8.355484889913864
-54.00782,629,6177.535703,0.3173989810952132
-2078.703587,492,6180.72862,16.32542620310529
-667.442211,969,6187.10311,0.451647035622749
-4416.423716,874,6192.823498,0.42417233496154827
-1000.28963,1,6192.829498,5.3047143126408836
-1784.733776,323,6194.938941,9.810191910441675
227.582348,525,6198.369394,0.5926664634442932
-1001.926244,1,6198.376392,9.710010603452423
-6060.445474,629,6202.466415,3.065241593638228
-12393.661066,1450,6211.937911,0.3466255324396397
-1000.962362,1,6211.944914,9.698821490764567
-1110.479861,854,6217.612125,0.6328278416817891
-1332.19319,817,6223.007327,0.49651218660484003
-1526.456907,507,6226.350758,0.8574423419657944
-7105.959302,1190,6234.144656,0.4885785738518664
-4065.558246,867,6239.838362,9.884413963886258
-4171.814589,718,6244.497147,1.8550540509050357
-714.119672,1059,6251.40108,1.6195741564679846
-812.172969,890,6257.245343,0.3834003497042188
-3913.753488,766,6262.301781,1.9563332307985255
-2267.11357,676,6266.684057,0.8787991767154253
-135.354697,522,6270.150501,0.3187684205736497
-1217.420499,1035,6276.908303,0.48766141833719145
-3642.964688,722,6281.673498,0.558873535248212
-1261.50792,174,6282.840787,8.159628635979864
-456.232486,663,6287.232293,0.5607683590657698
-1264.450534,826,6292.587708,0.42367422390687587
-955.335616,985,6299.074921,0.31763288754756586
-5374.042103,831,6304.534679,0.4486935570889122
-11386.771603,1068,6311.517872,0.2901656800068504
-2155.858219,855,6317.082535,15.753552071431017
-5950.192061,797,6322.34563,0.42686342754456214
-2625.229038,896,6328.247231,17.570668270220313
-14.036232,493,6331.449785,0.7820043293379436
-3732.379654,660,6335.892311,1.0848379841270117
-8388.913073,1262,6344.194939,0.4664843127964755
-1191.35617,132,6345.038655,4.067665552020765
-1998.650914,1274,6353.44874,0.4091191388178813
-885.122172,482,6356.557382,0.45163464059004077
-3737.672455,1153,6364.088585,26.94020805249115
-5262.666017,1032,6370.872899,0.4369453701451266
-1000.397056,1,6370.879898,6.955904492441027
-48.578063,514,6374.327652,0.383814223641999
-235.089752,618,6378.364628,0.5948257498027166
-491.226346,701,6382.974468,0.4558770858747541
-1921.640673,521,6386.371397,14.335901787419685
-674.689685,721,6391.117434,1.1930235755094512
614.693607,263,6392.849415,0.33991456138012455
-159.088824,599,6396.744715,0.4702485150952437
-499.041556,705,6401.403831,1.6291124146179707
-2569.505339,603,6405.33789,0.6105184942977706
-4392.124562,1232,6413.406096,0.8215823555777889
-2777.617873,787,6418.566997,9.947190010924341
-2681.335261,668,6422.946415,0.7009280790596304
-144.936019,542,6426.504543,0.43668922856212633
-12298.071924,1914,6439.008713,0.38064982313852075
-12039.921161,990,6445.444074,11.939095948142683
-14703.822252,671,6449.89628,18.93566271699933
-9448.639275,1930,6462.601655,0.31116282693703395
-3444.564666,721,6467.319112,0.5171279572294231
-4833.115202,1051,6474.213002,2.7973623453870777
157.271548,442,6477.074208,0.6059581407675528
-1800.315751,519,6480.522901,6.5920550855929925
-1439.641948,618,6484.561796,5.025071993236913
-2394.056556,486,6487.752116,22.228980425722042
-11717.073398,1149,6495.288363,0.3599158995072328
-2122.906296,585,6499.104864,0.4359670643055292
-9692.113979,1366,6508.077964,3.90004176304396
-1057.15196,983,6514.560502,0.47143040381574286
-1410.809907,508,6517.875235,3.190779302407109
-3273.722666,693,6522.430958,0.5096943360178439
-1516.056861,360,6524.832184,4.863364298614706
-9137.157268,642,6529.047145,26.71060081767495
323.804024,322,6531.169466,0.3343495119682638
-1000.310395,1,6531.177466,43.03586724840508
-424.169898,799,6536.394032,0.8285131988025829
-334.204011,747,6541.249912,0.3939903961671332
-8647.037046,1096,6548.444438,6.23674956271116
-15.601613,551,6552.089622,0.9568754604773727
-1294.394539,912,6558.039928,1.376039212771913
36.466805,510,6561.38046,0.4110050845367183
-4950.305118,458,6564.376104,25.027518465931145
-3266.871244,493,6567.626595,13.76344364129962
-3894.761019,1364,6576.601821,0.8656018793114857
-267.130698,620,6580.591682,1.684375077608036
218.227838,406,6583.306295,0.7699539469822732
-3631.073847,607,6587.198066,20.975317837622992
-11465.503017,979,6593.613252,4.694326653501736
-1314.565637,300,6595.591182,3.8395102955795397
-85.735395,579,6599.381116,0.420164740234685
-553.872957,768,6604.444833,2.0342676608652885
-2514.797546,512,6607.80567,9.85337591615833
-1093.404795,638,6611.926827,0.37006050324463136
411.688233,325,6614.083902,1.0232908573670694
-5115.665152,839,6619.562683,0.3560918420052779
300.0043,449,6622.545909,0.31979909800701445
145.110434,488,6625.71297,0.6400565982080336
206.622967,427,6628.527989,0.5297253700820175
-218.884422,600,6632.494966,0.39606788816547034
-227.820914,685,6637.002725,0.3199691467925042
-1366.806446,400,6639.660482,2.2709565218082375
-1571.929344,583,6643.471583,3.4096738081715205
-11295.023128,1152,6651.075801,0.442688806349656
132.886714,483,6654.168201,0.3645407901019827
-2062.425044,575,6657.871082,0.4319357866973377
-1446.360392,369,6660.263961,2.591721529764812
-1507.210848,1366,6669.230985,0.38269316997183217
394.546101,349,6671.567449,0.8918797385890599
-142.263371,547,6675.139448,0.7995149872641355
-390.395422,691,6679.648077,0.8368160259376946
-1820.177696,560,6683.325361,0.6307516802622972
-3932.144742,780,6688.488574,0.5117800541091222
-1315.516334,1011,6695.175186,0.28791421199228273
42.496697,470,6698.20357,0.7492232281978892
-2942.317903,622,6702.281289,0.4103201744348193
-1980.80034,689,6706.808516,2.878829403164893
-268.315647,626,6710.981161,0.4730876710004034
-6632.733843,1237,6719.082381,0.44749379723534594
-14158.424535,807,6724.32693,11.290889572410997
-4365.688639,721,6729.104363,0.5455224857821288
-12040.351153,1348,6737.938761,0.3331670360321538
-3335.921067,796,6743.176942,0.33940990367714646
327.249194,402,6745.783007,0.3352536564268798
-2759.251538,604,6749.697299,0.8152691956669634
-4654.374374,768,6754.788144,1.7151712905714378
168.389821,453,6757.705787,0.3848753256529089
-5318.549128,784,6762.902553,0.5008820122472808
